samplename,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:1104:23682:15849__kiwi2020__AG0529-0377__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
M00598:87:000000000-J7KGW:1:1104:23698:6863__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:1104:23796:22729__kiwi2020__AG0529-1176__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Novosphingobium,
M00598:87:000000000-J7KGW:1:1104:23919:26249__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,
M00598:87:000000000-J7KGW:1:1104:24028:20331__kiwi2020__AG0529-0950__515f,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
M00598:87:000000000-J7KGW:1:1104:24072:8258__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,
M00598:87:000000000-J7KGW:1:1104:24152:12268__kiwi2020__AG0529-0531__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,
M00598:87:000000000-J7KGW:1:1104:24243:18124__kiwi2020__AG0529-0728__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
M00598:87:000000000-J7KGW:1:1104:24245:16779__kiwi2020__AG0529-0405__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,
M00598:87:000000000-J7KGW:1:1104:24284:8280__kiwi2020__AG0529-0461__515f,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
M00598:87:000000000-J7KGW:1:1104:24287:11894__kiwi2020__AG0529-0903__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Candidatus Solibacter,,,
M00598:87:000000000-J7KGW:1:1104:24350:14834__kiwi2020__AG0529-0707__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
M00598:87:000000000-J7KGW:1:1104:24413:18233__kiwi2020__AG0529-1086__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
M00598:87:000000000-J7KGW:1:1104:24560:10116__kiwi2020__AG0529-0488__515f,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
M00598:87:000000000-J7KGW:1:1104:24711:8463__kiwi2020__AG0529-0396__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,
M00598:87:000000000-J7KGW:1:1104:24712:12623__kiwi2020__AG0529-0478__515f,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1104:24739:17261__kiwi2020__AG0529-0535__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalobacter,
M00598:87:000000000-J7KGW:1:1104:24767:13078__kiwi2020__AG0529-1009__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Lucifera,
M00598:87:000000000-J7KGW:1:1104:24860:6711__kiwi2020__AG0529-0921__515f,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,
M00598:87:000000000-J7KGW:1:1104:24867:23227__kiwi2020__AG0529-0826__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,
M00598:87:000000000-J7KGW:1:1104:24878:16600__kiwi2020__AG0529-1108__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,
M00598:87:000000000-J7KGW:1:1104:24944:14708__kiwi2020__AG0529-0516__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,
M00598:87:000000000-J7KGW:1:1104:24977:20388__kiwi2020__AG0529-0478__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,
M00598:87:000000000-J7KGW:1:1104:25108:17194__kiwi2020__AG0529-0533__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
M00598:87:000000000-J7KGW:1:1104:25190:8332__kiwi2020__AG0529-0877__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,
M00598:87:000000000-J7KGW:1:1104:25226:24495__kiwi2020__AG0529-0492__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,
M00598:87:000000000-J7KGW:1:1104:25231:5878__kiwi2020__AG0529-0198__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
M00598:87:000000000-J7KGW:1:1104:25303:17537__kiwi2020__AG0529-0912__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,
M00598:87:000000000-J7KGW:1:1104:25440:19692__kiwi2020__AG0529-0377__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
M00598:87:000000000-J7KGW:1:1104:25467:15751__kiwi2020__AG0529-0534__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 4,Anaerosolibacter,
M00598:87:000000000-J7KGW:1:1104:25669:13296__kiwi2020__AG0529-0176__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,Agaricicola,
M00598:87:000000000-J7KGW:1:1104:25725:20235__kiwi2020__AG0529-1104__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,
M00598:87:000000000-J7KGW:1:1104:25830:23453__kiwi2020__AG0529-1112__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
M00598:87:000000000-J7KGW:1:1104:25940:15417__kiwi2020__AG0529-0833__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,
M00598:87:000000000-J7KGW:1:1104:25948:24696__kiwi2020__AG0529-0478__515f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
M00598:87:000000000-J7KGW:1:1104:25984:18332__kiwi2020__AG0529-0655__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,
M00598:87:000000000-J7KGW:1:1104:25990:12264__kiwi2020__AG0529-0377__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium,
M00598:87:000000000-J7KGW:1:1104:26099:10635__kiwi2020__AG0529-1144__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio,
M00598:87:000000000-J7KGW:1:1104:26109:22448__kiwi2020__AG0529-0363__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
M00598:87:000000000-J7KGW:1:1104:26131:17071__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:1104:26134:11809__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
M00598:87:000000000-J7KGW:1:1104:26425:21833__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,
M00598:87:000000000-J7KGW:1:1104:26482:9060__kiwi2020__AG0529-0229__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,
M00598:87:000000000-J7KGW:1:1104:26658:14344__kiwi2020__AG0529-0396__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,
M00598:87:000000000-J7KGW:1:1104:26784:22157__kiwi2020__AG0529-0475__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:1104:26791:8937__kiwi2020__AG0529-0708__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:1104:26813:13601__kiwi2020__AG0529-1117__515f,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
M00598:87:000000000-J7KGW:1:1104:26851:20931__kiwi2020__AG0529-1061__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,
M00598:87:000000000-J7KGW:1:1104:26857:17425__kiwi2020__AG0529-0214__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
M00598:87:000000000-J7KGW:1:1104:26937:20842__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,
M00598:87:000000000-J7KGW:1:1104:26977:7032__kiwi2020__AG0529-0516__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:1104:26980:13484__kiwi2020__AG0529-0325__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
M00598:87:000000000-J7KGW:1:1104:26980:7486__kiwi2020__AG0529-1130__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
M00598:87:000000000-J7KGW:1:1104:26986:8239__kiwi2020__AG0529-0541__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,
M00598:87:000000000-J7KGW:1:1104:27053:20177__kiwi2020__AG0529-0403__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,,
M00598:87:000000000-J7KGW:1:1104:27099:19751__kiwi2020__AG0529-0798__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,
M00598:87:000000000-J7KGW:1:1104:27119:18186__kiwi2020__AG0529-1092__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:1104:27137:17870__kiwi2020__AG0529-1021__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,
M00598:87:000000000-J7KGW:1:1104:27266:22365__kiwi2020__AG0529-0862__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,
M00598:87:000000000-J7KGW:1:1104:27460:20487__kiwi2020__AG0529-0912__515f,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,
M00598:87:000000000-J7KGW:1:1104:27477:21163__kiwi2020__AG0529-0859__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,
M00598:87:000000000-J7KGW:1:1104:27531:11510__kiwi2020__AG0529-0844__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Massiliimalia,
M00598:87:000000000-J7KGW:1:1104:27699:17894__kiwi2020__AG0529-0962__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,
M00598:87:000000000-J7KGW:1:1104:27773:11498__kiwi2020__AG0529-0922__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Candidatus Carsonella,,
M00598:87:000000000-J7KGW:1:1104:27791:9041__kiwi2020__AG0529-0911__515f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Mariniblastus,
M00598:87:000000000-J7KGW:1:1104:27943:18661__kiwi2020__AG0529-0718__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:1104:27961:15262__kiwi2020__AG0529-0513__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Terracidiphilus,,,
M00598:87:000000000-J7KGW:1:1104:28161:11979__kiwi2020__AG0529-0376__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Labilitrichaceae,Labilithrix
M00598:87:000000000-J7KGW:1:1104:28186:12192__kiwi2020__AG0529-0911__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
M00598:87:000000000-J7KGW:1:1104:28491:19141__kiwi2020__AG0529-0254__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
M00598:87:000000000-J7KGW:1:1104:28555:12323__kiwi2020__AG0529-1124__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,
M00598:87:000000000-J7KGW:1:1104:28770:14783__kiwi2020__AG0529-0376__515f,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,
M00598:87:000000000-J7KGW:1:1104:29560:14517__kiwi2020__AG0529-1038__515f,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,
M00598:87:000000000-J7KGW:1:1104:3043:21258__kiwi2020__AG0529-1018__515f,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1104:3997:18807__kiwi2020__AG0529-0501__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,
M00598:87:000000000-J7KGW:1:1104:4068:16023__kiwi2020__AG0529-0628__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,
M00598:87:000000000-J7KGW:1:1104:4135:14730__kiwi2020__AG0529-0531__515f,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,
M00598:87:000000000-J7KGW:1:1104:4523:11432__kiwi2020__AG0529-0813__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_incertae_sedis,Dissulfurirhabdus,,
M00598:87:000000000-J7KGW:1:1104:4728:19755__kiwi2020__AG0529-0154__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_incertae_sedis,Aciditerrimonas,
M00598:87:000000000-J7KGW:1:1104:4883:10422__kiwi2020__AG0529-1002__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Petroclostridium,
M00598:87:000000000-J7KGW:1:1104:4916:17961__kiwi2020__AG0529-1104__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:1104:4979:15518__kiwi2020__AG0529-0535__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea,
M00598:87:000000000-J7KGW:1:1104:5138:8525__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,
M00598:87:000000000-J7KGW:1:1104:5230:6731__kiwi2020__AG0529-0835__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,
M00598:87:000000000-J7KGW:1:1104:5313:16025__kiwi2020__AG0529-0376__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Desulfocucumis,
M00598:87:000000000-J7KGW:1:1104:5869:14312__kiwi2020__AG0529-0376__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Alteribacillus,
M00598:87:000000000-J7KGW:1:1104:5925:24281__kiwi2020__AG0529-1061__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,
M00598:87:000000000-J7KGW:1:1104:6012:7318__kiwi2020__AG0529-0264__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,
M00598:87:000000000-J7KGW:1:1104:6121:18453__kiwi2020__AG0529-0938__515f,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
M00598:87:000000000-J7KGW:1:1104:6230:10081__kiwi2020__AG0529-0143__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:1104:6239:17364__kiwi2020__AG0529-0264__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,
M00598:87:000000000-J7KGW:1:1104:6246:21821__kiwi2020__AG0529-1005__515f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
M00598:87:000000000-J7KGW:1:1104:6360:22741__kiwi2020__AG0529-0374__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Lacticigenium,
M00598:87:000000000-J7KGW:1:1104:6402:12261__kiwi2020__AG0529-1139__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,
M00598:87:000000000-J7KGW:1:1104:6523:25753__kiwi2020__AG0529-0850__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Maribellus,
M00598:87:000000000-J7KGW:1:1104:6544:11627__kiwi2020__AG0529-0597__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,
M00598:87:000000000-J7KGW:1:1104:6576:10483__kiwi2020__AG0529-0867__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,
M00598:87:000000000-J7KGW:1:1104:6858:11780__kiwi2020__AG0529-0850__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lactonifactor,
M00598:87:000000000-J7KGW:1:1104:7007:10317__kiwi2020__AG0529-0475__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,
M00598:87:000000000-J7KGW:1:1104:7306:8686__kiwi2020__AG0529-1024__515f,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulum,
M00598:87:000000000-J7KGW:1:1104:7392:11522__kiwi2020__AG0529-0949__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,
M00598:87:000000000-J7KGW:1:1104:7422:18479__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:1104:7477:20702__kiwi2020__AG0529-0553__515f,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,
M00598:87:000000000-J7KGW:1:1104:7626:23784__kiwi2020__AG0529-0997__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:1104:7769:8739__kiwi2020__AG0529-0852__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,
M00598:87:000000000-J7KGW:1:1104:7812:5086__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,
M00598:87:000000000-J7KGW:1:1104:7836:21954__kiwi2020__AG0529-0294__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,
M00598:87:000000000-J7KGW:1:1104:7890:13163__kiwi2020__AG0529-0214__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,
M00598:87:000000000-J7KGW:1:1104:7902:5414__kiwi2020__AG0529-0363__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,
M00598:87:000000000-J7KGW:1:1104:7993:25214__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:1104:8078:5712__kiwi2020__AG0529-0492__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,Tundrisphaera,
M00598:87:000000000-J7KGW:1:1104:8115:8894__kiwi2020__AG0529-0735__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
M00598:87:000000000-J7KGW:1:1104:8154:12438__kiwi2020__AG0529-0788__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,
M00598:87:000000000-J7KGW:1:1104:8174:22531__kiwi2020__AG0529-0369__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,
M00598:87:000000000-J7KGW:1:1104:8183:21918__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,
M00598:87:000000000-J7KGW:1:1104:8229:18045__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,
M00598:87:000000000-J7KGW:1:1104:8379:16814__kiwi2020__AG0529-0933__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,
M00598:87:000000000-J7KGW:1:1104:8521:7024__kiwi2020__AG0529-1137__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,
M00598:87:000000000-J7KGW:1:1104:8552:21213__kiwi2020__AG0529-0396__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
M00598:87:000000000-J7KGW:1:1104:8555:9109__kiwi2020__AG0529-0824__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halodurantibacterium,
M00598:87:000000000-J7KGW:1:1104:8575:16139__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,
M00598:87:000000000-J7KGW:1:1104:8606:12661__kiwi2020__AG0529-1001__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
M00598:87:000000000-J7KGW:1:1104:8676:20544__kiwi2020__AG0529-0414__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
M00598:87:000000000-J7KGW:1:1104:8748:21394__kiwi2020__AG0529-0404__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,
M00598:87:000000000-J7KGW:1:1104:8834:5530__kiwi2020__AG0529-1137__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
M00598:87:000000000-J7KGW:1:1104:8861:25026__kiwi2020__AG0529-0938__515f,Bacteria,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,
M00598:87:000000000-J7KGW:1:1104:8862:12724__kiwi2020__AG0529-1126__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Criibacterium,
M00598:87:000000000-J7KGW:1:1104:8933:23900__kiwi2020__AG0529-0850__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
M00598:87:000000000-J7KGW:1:1104:8937:20278__kiwi2020__AG0529-0719__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mordavella,
M00598:87:000000000-J7KGW:1:1104:8953:20753__kiwi2020__AG0529-0001__515f,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
M00598:87:000000000-J7KGW:1:1104:9029:9291__kiwi2020__AG0529-1155__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium,
M00598:87:000000000-J7KGW:1:1104:9075:23646__kiwi2020__AG0529-0922__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae,,
M00598:87:000000000-J7KGW:1:1104:9083:23595__kiwi2020__AG0529-0628__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XII,Guggenheimella,
M00598:87:000000000-J7KGW:1:1104:9086:13465__kiwi2020__AG0529-1072__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,
M00598:87:000000000-J7KGW:1:1104:9247:11327__kiwi2020__AG0529-0499__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,
M00598:87:000000000-J7KGW:1:1104:9268:20921__kiwi2020__AG0529-0911__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,
M00598:87:000000000-J7KGW:1:1104:9278:20465__kiwi2020__AG0529-0912__515f,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,
M00598:87:000000000-J7KGW:1:1104:9292:16631__kiwi2020__AG0529-0536__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:1104:9314:15620__kiwi2020__AG0529-1021__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Bacilliculturomica,
